,SRC,TRG
2035,write a function to find uncommon words from two strings,"def UncommonWords(str1, str2): 
    count = {} 
    for word in str1.split(): 
        count[word] = count.get(word, 0) + 1
    for word in str2.split(): 
        count[word] = count.get(word, 0) + 1
    return [word for word in count if count[word] == 1]"
2036,write a function to find common words from two strings,"def commonWords(str1, str2): 
    count = {} 
    for word in str1.split(): 
        count[word] = count.get(word, 0) + 1
    for word in str2.split(): 
        count[word] = count.get(word, 0) + 1
    return [word for word in count if count[word] > 1]"
2037,write a program to replace multiple words with a single word,"str1 = 'CoffeeDay is best for coffee and having long conversations'
word_list = [""best"", 'long'] 
repl_word = 'good'
res = ' '.join([repl_word if idx in word_list else idx for idx in str1.split()]) 
print(""String after multiple replace : "" + str(res))"
2038,write a function to rotate string left by a given length,"def rotate_left(input,d):  
    Lfirst = input[0 : d]  
    Lsecond = input[d :]  
    return (Lsecond + Lfirst)"
2039,write a function to rotate string right by a given length,"def rotate_right(input,d):  
    Rfirst = input[0 : len(input)-d]  
    Rsecond = input[len(input)-d : ]  
    return (Rsecond + Rfirst)"
2040,write a function to replace all occurances of a substring in a string,"str1 = ""Hello! It is a Good thing""
substr1 = ""Good""
substr2 = ""bad""
replaced_str = str1.replace(substr1, substr2)
print(""String after replace :"" + str(replaced_str))"
2041,write a program to move numbers to the end of a string,"str1 = 'hi 123 how are you doing? 567 is with you. Take care of 89'
res = '' 
dig = '' 
for ele in str1: 
    if ele.isdigit(): 
        dig += ele 
    else: 
        res += ele 
res += dig 
print(""Strings after digits at end : "" + str(res))"
2042,write a program to count characters surrounding vowels,"str1 = 'week after week the numbers are increasing'
res = 0
vow_list = ['a', 'e', 'i', 'o', 'u']
for idx in range(1, len(str1) - 1): 
    if str1[idx] not in vow_list and (str1[idx - 1] in vow_list or str1[idx + 1] in vow_list): 
        res += 1
if str1[0] not in vow_list and str1[1] in vow_list: 
    res += 1
if str1[-1] not in vow_list and str1[-2] in vow_list: 
    res += 1
print(""Characters around vowels count : "" + str(res))"
2043,write a function that return space count,"def count_space(str1): 
    count = 0
    for i in range(0, len(str1)): 
        if str1[i] == "" "": 
            count += 1
    return count"
2044,write a program to break up string into individual elements,"str1 = ""whatisthis""
split_string = list(''.join(str1)) 
print(split_string)"
2045,write a program to extract string of N size and having K distict characters,"str1 = 'GoodisalwaysGoood'
N = 3
K = 2
res = [] 
for idx in range(0, len(str1) - N + 1): 
    if (len(set(str1[idx: idx + N])) == K): 
        res.append(str1[idx: idx + N]) 
print(""Extracted Strings : "" + str(res))"
2046,write a program to increment number which is at end of string,"import re 
str1 = 'count001'
res = re.sub(r'[0-9]+$', 
             lambda x: f""{str(int(x.group())+1).zfill(len(x.group()))}"",  
             str1) 
print(""Incremented numeric String : "" + str(res))"
2047,write a program to calculate and print number of letters and digits in a string,"str1 = ""python1234""
total_digits = 0
total_letters = 0
for s in str1: 
    if s.isnumeric(): 
        total_digits += 1
    else: 
        total_letters += 1
print(""Total letters found : "", total_letters) 
print(""Total digits found : "", total_digits)"
2048,write a function to check if a lower case letter exists in a given string,"def check_lower(str1):
    for char in str1: 
        k = char.islower()   
        if k == True: 
            return True 
    if(k != 1): 
        return False"
2049,write a function to check if a upper case letter exists in a given string,"def check_upper(str1):
    for char in str1: 
        k = char.isupper()   
        if k == True: 
            return True
    if(k != 1): 
        return False"
2050,write a program to print number of words in a string,"str1 = 'It is a glorious day'
res = len(str1.split()) 
print(""The number of words in string are : "" + str(res))"
2051,write a program to print number of characters in a string,"str1 = 'It is a glorious day'
res = len(str1) 
print(""The number of characters in string are : "", str(res))"
2052,write a funtion that accepts two lists of equal length and converts them into a dictioinary,"def list_to_dict(list1, list2):
  return dict(zip(list1, list2))"
2053,write a python function that accepts a list of dictionaries and sorts it by a specified key,"def sort_dict_list(dict_list, sort_key):
  dict_list.sort(key=lambda item: item.get(sort_key))"
2054,write a program to print the longest key in a dictioinary,"dict_1 = {""key1"": 10, ""keeeey2"": 2, ""ky3"": 30}
max_key=''
for key in dict_1:
  if len(key)>len(max_key):
    max_key=key
print(max_key)"
2055,write a program to capitalize the first and last character of each key in a dictionary,"input_dict = {'key_a': 10, 'kEy': 2, 'Key_B': 13}
for key in list(input_dict.keys()):
  new_key = key[0].upper() + key[1:-1] + key[-1].upper()
  input_dict[new_key] = input_dict[key]
  if key != new_key:
    del input_dict[key]"
2056,"write a program that iterates over a dictionary and prints ""Bingo!"" if length of value is greater than the length of key. Otherwise print ""no bingo""","key_val_map = {""key1"": ""length1"", ""key2"": ""len2"", ""Hello"": ""hi"", ""bingo"": ""print bingo""}
for key, val in key_val_map.items():
  if len(val) > len(key):
    print(""Bingo!"")
  else:
    print(""no bingo"")"
2057,write a python function that accepts a dictionary that has unique values and returns its inversion,"def invert_dict(input_dict):
  my_inverted_dict = {value: key for key, value in input_dict.items()}
  return my_inverted_dict"
2058,write a function that inverts a dictionary with non-unique values. Keys that map to the same values should be appended to a list in the inverted dictionary,"def invert_dict_non_unique(my_dict):
  my_inverted_dict = dict()
  for key, value in my_dict.items():
      my_inverted_dict.setdefault(value, list()).append(key)
  return my_inverted_dict"
2059,write a program to merge a list of dictionaries into a single dictionary using dictionary comprehension,"input = [{""foo"": ""bar"", ""Hello"": ""World""},
         {""key1"": ""val1"", ""key2"": ""val2""},
         {""sample_key"": ""sample_val""}]
merged_dict = {key: value for d in input for key, value in d.items()}"
2060,write a function to return the mean difference in the length of keys and values of dictionary comprising of strings only.,"def mean_key_val_diff(input_dict):
  sum_diff = 0
  for key, val in input_dict.items():
    sum_diff += abs(len(val) - len(key))
  return sum_diff/len(input_dict)"
2061,write a program that prints the number of unique keys in a list of dictionaries.,"list_of_dicts = [{""key1"": ""val1"", ""Country"": ""India""}, 
                 {""Country"": ""USA"", ""foo"": ""bar""},
                 {""foo"": ""bar"", ""foo2"":""bar2""}]
unique_keys = []
for d in list_of_dicts:
  for key in d:
    if key not in unique_keys:
      unique_keys.append(key)
print(f""Number of unique keys: {len(unique_keys)}"")"
2062,write a Python program to replace the value of a particular key with nth index of value if the value of the key is list.,"test_list = [{'tsai': [5, 3, 9, 1], 'is': 8, 'good': 10}, 
             {'tsai': 1, 'for': 10, 'geeks': 9}, 
             {'love': 4, 'tsai': [7, 3, 22, 1]}]   
N = 2
key = ""tsai""  
for sub in test_list: 
    if isinstance(sub[key], list): 
        sub[key] = sub[key][N]"
2063,write a program to convert a dictionary value list to dictionary list and prints it.,"test_list = [{'END' : [5, 6, 5]}, {'is' : [10, 2, 3]}, {'best' : [4, 3, 1]}] 
res =[{} for idx in range(len(test_list))] 
idx = 0
for sub in test_list: 
	for key, val in sub.items(): 
		for ele in val: 
			res[idx][key] = ele 
			idx += 1
		idx = 0
print(""Records after conversion : "" + str(res))"
2064,write a program that categorizes tuple values based on second element and prints a dictionary value list where each key is a category.,"test_list = [(1, 3), (1, 4), (2, 3), (3, 2), (5, 3), (6, 4)] 
res = {} 
for i, j in test_list: 
     res.setdefault(j, []).append(i) 
print(""The dictionary converted from tuple list : "" + str(res))"
2065,write a Python3 program that prints a index wise product of a Dictionary of Tuple Values,"test_dict = {'END Program' : (5, 6, 1), 'is' : (8, 3, 2), 'best' : (1, 4, 9)}
prod_list=[]
for x in zip(*test_dict.values()):
  res = 1 
  for ele in x: 
      res *= ele
  prod_list.append(res)
res = tuple(prod_list) 
print(""The product from each index is : "" + str(res))"
2066,write a program to Pretty Print a dictionary with dictionary values.,"test_dict = {'tsai' : {'rate' : 5, 'remark' : 'good'}, 'cs' : {'rate' : 3}} 
print(""The Pretty Print dictionary is : "") 
for sub in test_dict: 
    print(f""\n{sub}"") 
    for sub_nest in test_dict[sub]: 
        print(sub_nest, ':', test_dict[sub][sub_nest])"
2067,write a program to sort a nested dictionary by a key and print the sorted dictionary,"test_dict = {'Nikhil' : { 'roll' : 24, 'marks' : 17}, 
             'Akshat' : {'roll' : 54, 'marks' : 12},  
             'Akash' : { 'roll' : 12, 'marks' : 15}} 
sort_key = 'marks'
res = sorted(test_dict.items(), key = lambda x: x[1][sort_key]) 
print(""The sorted dictionary by marks is : "" + str(res))"
2068,write a python function to combine three lists of equal lengths into a nested dictionary and return it,"def lists_to_dict(test_list1, test_list2, test_list3):
  res = [{a: {b: c}} for (a, b, c) in zip(test_list1, test_list2, test_list3)] 
  return res"
2069,write a program to print keys in a dictionary whose values are greater than a given input.,"test_dict = {'tsai' : 4, 'random_key' : 2, 'foo' : 3, 'bar' : 'END'} 
K = 3
res = {key : val for key, val in test_dict.items() 
                   if type(val) != int or val > K} 
print(""Values greater than K : "", res.keys())"
2070,write a function that converts a integer dictionary into a list of tuples.,"def dict_to_tuple(input_dict):
  out_tuple = [(a, b) for a,b in input_dict.items()]
  return out_tuple"
2071,write a python function to return a flattened dictionary from a nested dictionary input,"def flatten_dict(dd, separator ='_', prefix =''): 
    flattened =  { prefix + separator + k if prefix else k : v 
             for kk, vv in dd.items() 
             for k, v in flatten_dict(vv, separator, kk).items() 
             } if isinstance(dd, dict) else { prefix : dd } 
    return flattened"
2072,write a program that prints dictionaries having key of the first dictionary and value of the second dictionary,"test_dict1 = {""tsai"" : 20, ""is"" : 36, ""best"" : 100} 
test_dict2 = {""tsai2"" : 26, ""is2"" : 19, ""best2"" : 70} 
keys1 = list(test_dict1.keys()) 
vals2 = list(test_dict2.values()) 
res = dict() 
for idx in range(len(keys1)): 
	res[keys1[idx]] = vals2[idx] 
print(""Mapped dictionary : "" + str(res))"
2073,write a program to combine two dictionaries using a priority dictionary and print the new combined dictionary.,"test_dict1 = {'Gfg' : 1, 'is' : 2, 'best' : 3} 
test_dict2 = {'Gfg' : 4, 'is' : 10, 'for' : 7, 'geeks' : 12} 
prio_dict = {1 : test_dict2, 2: test_dict1} 
res = prio_dict[2].copy() 
for key, val in prio_dict[1].items(): 
    res[key] = val 
print(""The dictionary after combination : "" + str(res))"
2074,write a Python program to combine two dictionary by adding values for common keys,"dict1 = {'a': 12, 'for': 25, 'c': 9} 
dict2 = {'Geeks': 100, 'geek': 200, 'for': 300} 
for key in dict2: 
    if key in dict1: 
        dict2[key] = dict2[key] + dict1[key] 
    else: 
        pass"
2075,write a Python program that sorts dictionary keys to a list using their values and prints this list.,"test_dict = {'Geeks' : 2, 'for' : 1, 'CS' : 3} 
res = list(sum(sorted(test_dict.items(), key = lambda x:x[1]), ())) 
print(""List after conversion from dictionary : "", res)"
2076,write a python program to print the top N largest keys in an integer dictionary.,"test_dict = {6 : 2, 8: 9, 3: 9, 10: 8}  
N = 4
res = []   
for key, val in sorted(test_dict.items(), key = lambda x: x[0], reverse = True)[:N]: 
    res.append(key) 
print(""Top N keys are: "" + str(res))"
